Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,Class
46,0.984599524,0.969792075,0.949036102,0.989097412,0.982829564,0.970138769,0.964226737,0.993111754,0.989726933,0.997253825,0.973833788,0.985977173,0.976096417,0.986761794,0.982920799,1,0.980832996,0.989352688,0.989076373,0.973639612,0.98688428,0.974836975,0.981247467,0.987731644,0.988385587,0.99345135,0.963812033,0.975638286,1,0.991728991,0.985613234,0.992456619,0.98043387,0.996147034,0.948414075,0.984725088,0.984925954,0.978251739,0.990522798,0.979666928,1,0.972727937,0.967441521,0.983026861,0.979246937,0.971522743,0.971221445,0.990048025,0.994850859,0.99040053,0.993793446,0.995797933,0.968810916,0.984111221,0.99164184,0.970107396,0.994593402,0.984451433,0.98427673,0.984469822,0.969767185,0.97681967,0.991053367,1,0.993005893,0.999824222,0.987834325,0.977130381,0.99589235,0.991081589,0.977861247,0.984587061,0.982838534,0.99690076,0.986243073,0.991488653,0.988787226,1,0.982533236,0.990674524,4.1791,4.5413,3.3938,6.0038,4.6137,1
47,1,0.981654223,0.984830507,0.970445958,0.982119713,0.965088261,0.958078531,0.978240631,0.997581278,0.974973075,0.976552089,0.960232562,0.971532101,0.987422647,0.993912123,0.984100327,0.994091876,0.989910742,0.984947918,0.971759167,0.990337945,0.963642313,0.95410751,0.982657383,0.992419422,0.983375448,0.986883964,0.970213965,0.97312258,0.978348997,1,0.991119635,1,0.95788403,0.978082414,0.969081352,0.969054348,0.959765252,0.981592828,0.958604115,0.978001404,0.969306378,0.981709842,0.98161083,0.963185656,0.985787323,0.990665899,0.989684783,0.986179727,1,0.979715841,0.965264505,0.983042443,0.979201976,0.971322707,0.989407162,0.988559735,0.944980347,0.993626267,0.945710577,0.97569507,0.991183152,0.998187949,0.973242941,0.965669071,0.978804543,0.981752195,0.982747027,0.984460349,0.973839592,0.982581222,0.996776006,0.979117731,0.98420243,0.991589982,0.984174796,0.98335498,0.974115935,1,0.978924291,4.5233,5.4196,1.1404,6.0365,1.8259,2
48,0.973849315,0.955836622,0.972494499,0.990734511,0.988388587,1,0.989834331,0.972085326,0.957800651,0.985842623,0.992180254,0.963538162,0.975622397,0.991434651,0.994271582,0.989788867,0.964261669,0.931471204,0.985606405,0.976417069,0.995505414,0.988144846,0.974551906,0.973560186,0.954053316,0.982658539,1,0.983104358,0.997752707,0.990428532,0.98607952,0.993612956,0.973122779,0.974364512,0.963728798,0.976982949,0.994241238,0.968740721,0.966437216,0.966563189,0.992864534,0.956413371,1,0.973689657,0.986700859,0.974319521,0.977612813,0.98949026,0.948310176,0.966839273,0.993080382,0.978780452,0.999907861,0.985386798,0.980825932,0.975067261,0.988749862,0.99754911,1,0.98206059,0.988961781,0.991127041,0.988547157,0.989035492,0.985669911,0.986899276,0.983971321,0.987387269,0.995016845,0.992126428,1,0.99315872,0.986758509,0.988138027,0.993749941,0.992464269,0.988776171,0.983577173,0.993186873,0.993862555,2.7786,18.2461,0.2682,12.2811,0.4238,3
49,0.999364624,0.983698069,0.986629875,1,0.985350047,0.983062693,0.990051829,0.979549972,0.99566129,0.968685044,0.97961351,0.976972161,0.981120259,0.983761607,0.974929882,0.990106289,0.976036841,0.985219501,0.980494889,1,0.992692477,0.983289212,0.973123024,0.978233694,0.997067799,0.990991985,0.985256269,0.986147879,0.991635414,0.993216413,0.995063975,0.979180454,0.953589148,0.955885915,0.955239949,1,0.956801034,0.973533344,0.972304214,0.991243574,0.980979894,0.980019917,0.988013745,0.997882667,0.969881842,0.97998403,0.991476839,0.983079283,0.992649687,0.971148647,0.992099788,1,0.981532568,0.970296304,0.981257618,0.972220949,0.986490821,0.983686338,0.984694485,0.965933774,0.9504083,0.972083475,0.985986747,0.97844397,0.953457374,0.979704932,0.996795516,0.989601402,0.974181533,0.992650684,0.986698194,0.987218581,0.989564884,0.998639692,1,0.96279694,0.979796228,0.994741359,0.985073128,0.987748096,4.6671,1.8841,3.2943,6.562,11.3878,0
50,0.990460111,0.983319033,1,0.983697307,0.984739867,0.993670828,0.981427662,0.98606844,0.984933618,0.967680626,0.983992545,0.975476764,0.972090749,0.983651176,0.96786515,0.984841356,1,0.996824576,0.981353617,0.977818189,0.993353764,0.999436916,0.991461433,0.984473655,0.987676771,0.993787616,0.983633645,0.987492154,0.994258391,0.983430565,0.985165971,0.992882989,0.975110299,0.972235281,0.97347389,0.994584479,0.958981267,0.932057356,0.966747432,1,0.997703602,0.962226964,0.965825257,0.97115941,0.980643353,0.97762368,0.952200564,0.98620353,0.96925578,0.977835983,0.955617775,0.982126084,0.991564306,0.980807442,0.980482298,0.970980853,0.990308887,0.980662934,0.995989884,0.987310332,0.995881503,0.988574783,1,0.994436416,0.990553379,0.99169706,0.969787023,0.988311045,0.989337656,0.995920573,0.992138322,0.972902877,1,0.984483768,0.994452699,0.992057274,0.992039263,0.998955378,0.993867351,0.971642127,1.2106,6.5561,3.248,9.2248,9.0518,0
51,0.976065393,0.967837024,0.97325328,0.985632002,1,0.983986328,0.975875508,0.982783721,0.98549637,0.981219426,0.991328565,0.985469243,0.963704755,0.959246969,0.944282188,0.983706021,0.976957688,0.963377721,0.984393037,0.964641185,0.986674544,0.968267964,0.970076808,0.992091988,0.972421943,0.95901468,0.974803436,0.982666,0.991292097,0.975476071,0.96176885,1,0.967631937,0.950786335,0.953441493,0.962046337,0.941968369,0.987674384,0.97416771,0.98952145,0.974327552,0.97764872,0.987585582,0.984983705,0.964293009,0.986892932,1,0.954018702,0.964445197,0.976567166,0.970755751,0.98210227,0.966040662,0.99556122,1,0.963161695,0.971139019,0.974107119,0.985685381,0.952973893,0.97866177,0.928346688,0.985302113,0.975283663,1,0.98491872,0.990956696,0.965320341,0.990701699,0.979263239,0.995883612,0.993843632,0.991812759,0.993898274,0.990464915,0.982122854,0.984472474,0.980884295,0.992067757,0.996257001,1.7719,1.9967,0.9847,5.5294,9.263267597,0
52,0.981421315,0.988852789,0.966695648,0.986070562,0.982547019,0.96812337,0.967748135,0.993593557,0.984112021,0.97402645,0.979471926,0.974401684,1,0.972818377,0.99196449,0.967482726,0.974261531,0.975643462,0.966297243,0.993472193,0.969242938,0.969097472,0.979198298,1,0.978170941,0.975979853,0.976452619,0.989499141,0.965378986,0.972897783,0.96584266,0.967751907,0.938094042,0.969527886,0.944704853,0.985444085,0.929525113,0.941360458,0.966348112,1,0.946844919,0.918850776,0.982359618,0.979119194,0.937877436,0.932098391,0.961444155,0.949972708,0.985400729,0.98442623,0.965473588,0.972504554,0.984189435,0.976220401,0.96273224,1,0.961001822,0.991557377,0.985154827,0.993843352,0.976566485,0.949162113,0.975482696,0.989763206,0.98917011,0.99194938,0.986789202,0.990995164,0.977543496,0.997656149,0.986140705,0.99431176,0.984167423,0.997980397,0.989753757,0.973448704,0.995377147,0.99050416,0.989309073,1,0.8952,0.2225,1.6041,6.2162,5.969880602,0
53,0.985882223,0.978391346,0.973253431,0.983906102,0.976948318,0.988510924,0.963225765,1,0.993602882,0.98206785,0.970973998,0.982582561,0.997499977,0.985413469,0.982858298,0.959953676,0.972611278,0.984481558,0.979440126,0.982629977,0.996425167,0.982822468,0.96877979,0.986158979,0.995041065,0.991750385,0.969137274,0.990210457,1,0.980164259,0.973252915,0.964810809,0.987346842,0.986008703,0.987902125,0.996267774,1,0.979563785,0.969341126,0.984725181,0.993136345,0.967238335,0.972973219,0.994611029,0.988876145,0.9929998,0.973228103,0.989030896,0.99361867,0.961566161,0.98274306,0.97105611,0.991713387,0.996627011,0.982642782,0.976781075,0.991239346,0.984639227,0.988331282,1,0.986380418,0.981038334,0.99216008,0.987328502,0.996469478,0.985451344,0.979334193,0.994890273,0.985442268,0.990588299,0.969995099,0.98053221,0.993955456,0.956835055,0.985188143,1,0.99969142,0.976811094,0.980822639,0.979615545,3.9351,4.0925,2.9029,4.0354,8.6643,0
54,0.923390581,0.963040974,0.979369194,0.976929863,0.952419529,0.950943328,0.967919637,0.973653417,0.963635054,0.968765752,1,0.976947865,0.968882768,0.972699287,0.972546266,0.984715921,0.916650791,0.945392196,1,0.983901696,0.925397045,0.923786349,0.967673496,0.967431026,0.948016072,0.942932853,0.990924678,0.975787596,0.915221947,0.915802144,0.93718284,0.980082786,0.95308465,0.984551478,0.992289524,0.992611177,0.979083382,0.978109233,0.978293035,0.982189628,0.981123579,1,0.994008069,0.987988568,0.985801329,0.992188433,0.986996039,0.997794381,0.846177162,0.921470644,0.995404239,0.981387576,0.872236194,0.882509073,0.939812729,0.981371192,0.936453973,0.89772178,1,0.99929548,0.917841549,0.952444929,0.914253414,0.990316952,0.897912095,0.942341889,1,0.996139934,0.912545649,0.910194912,0.95982929,0.969509815,0.925938777,0.926554653,0.988385105,0.977429456,0.929928957,0.932496552,0.939245162,0.982547297,2.1162,1.6236,11.3328,11.7002,2.9052,0
55,0.92352132,0.936434496,0.968538202,0.979417281,0.922620983,0.920161727,0.954899754,0.989779501,0.884656746,0.907048477,0.973340003,0.96178567,0.907623692,0.937951732,0.951656871,1,0.978452719,0.988227209,0.973913594,0.966779391,1,0.993887553,0.96399443,0.987060781,0.947546883,0.956507586,0.97923938,0.958460676,0.99009892,0.986626761,0.957411794,0.978823444,0.979342814,0.970067799,0.940303113,1,0.942771748,0.927633725,0.965835853,0.950080671,0.959408586,0.929943662,0.980779912,0.973523888,0.942039974,0.984438782,0.987189547,0.950997593,0.984592197,0.95847066,0.975594476,0.977555634,1,0.982721833,0.962538247,0.975285775,0.957544557,0.96764997,0.978645167,0.982031796,0.982703674,0.964227022,0.980624484,0.974350593,0.967233194,0.979132954,0.992999616,0.993929424,1,0.987787324,0.953742032,0.995538708,0.974153114,0.981064094,0.989548596,0.98694692,0.986982682,0.984282662,0.984282662,0.987340301,17.4661,17.3828,17.3603,17.0539,17.0178,1
56,0.970739796,0.989854323,0.982739868,0.953880855,0.979762138,0.934623683,0.978620972,1,0.98129558,0.976089011,0.932947596,0.985441221,0.960674358,0.974029563,0.980609097,0.974974591,0.987683532,0.997193033,0.985659277,0.968709515,1,0.977238376,0.987278681,0.961764071,0.998596516,0.988808119,0.974044552,0.999343242,0.991201238,0.981862675,0.998992371,0.94005506,0.963064416,0.984845807,1,0.960466555,0.970681276,0.936484934,0.989104886,0.978651586,0.980127242,0.98185915,0.987081382,0.972519219,0.96539719,0.98091367,0.994247592,0.974348326,0.999258578,0.9922106,0.982009344,0.989289575,0.999946403,0.975702788,0.981589502,0.89070721,0.973326664,0.977739466,0.969530224,0.992478584,0.994077555,0.986323885,1,0.894887759,0.998092683,0.987771268,0.984704959,0.969802333,0.992005695,0.961744146,0.97215682,0.927467192,0.995646936,1,0.963003523,0.993785249,0.991129606,0.967037179,0.990408659,0.970359014,1.5439,19.0236,19.0236,32.9309,20.7148,2
57,0.99751381,1,0.976901032,0.987306868,0.985471608,0.982858848,0.981493703,0.991131081,0.993825207,0.951840233,0.950854797,0.984893003,0.992649917,0.994195876,0.989847303,0.960347524,0.995268224,0.982154445,0.952294686,0.971807629,0.976593482,0.964362968,0.995412431,0.992239888,1,0.950113563,0.950870647,0.981523542,0.985552311,0.968806331,0.977819237,0.946823852,1,0.978806625,0.985514414,0.976387865,0.986872156,0.947875268,0.997662165,0.960967144,0.984777096,0.956426349,0.968690992,0.978572842,0.988427716,0.995737947,0.978419983,0.950213103,0.995498169,0.993379661,0.965208974,0.976869904,0.98651277,0.996886158,0.994192364,0.997415785,0.991973409,0.991452913,0.924948179,0.985088256,1,0.988357334,0.932993033,0.976568564,0.983239705,0.999387158,0.99537583,0.990974511,0.986888899,0.99584939,0.986953898,0.99615581,0.9748642,1,0.974251358,0.987520312,0.995208691,0.994066577,0.994651562,0.996972933,12.105,2.5941,4.7341,30.2071,9.2933,3
58,0.976915441,0.950861836,0.963333634,0.972637849,0.945248624,0.971184911,0.963342659,1,0.981256204,0.946864001,0.970282466,0.993935565,0.96812562,0.975444455,0.960283368,0.99086725,1,1.000871969,0.998330272,0.993719968,0.980900169,0.980835235,0.993998256,0.980278659,1.002096436,0.985510473,0.978924324,0.981948387,1.001029665,0.987755329,0.99428582,0.996363704,0.980382518,0.993391048,0.974028457,0.984560905,0.988921357,0.950332723,0.983950988,0.982895012,0.972835932,0.988229511,0.964196958,0.98153863,0.990177604,0.971297485,0.981438494,1,0.958562688,0.990552076,0.990272338,1,0.987754697,0.941859626,0.965276399,0.977693155,0.983342056,0.985363389,0.952832572,0.987005721,0.995054955,0.994143551,0.985634103,0.995172264,0.980039474,1,0.991863107,0.99119279,0.983158306,0.988697725,0.993669236,0.983325885,0.979592597,0.97905262,0.996071203,0.985755782,0.986975385,0.992505493,0.987236063,0.981296317,4.5176,9.6125,1.6849,9.6542,0.8327,1
59,0.988470819,0.940576187,0.941837049,0.940186136,0.985087353,0.982093939,0.978946318,0.989223708,0.979599427,0.95364743,0.978220642,0.979200305,1,0.984788012,0.980479309,0.991899639,0.992572001,0.974836864,0.938960441,0.954385047,0.997138912,0.979963356,0.984313655,0.993366246,0.993050353,0.94646967,0.995866314,0.985477946,0.983257669,0.988916667,1,0.98957553,0.992977516,0.946214764,0.937506166,0.923757164,0.976017722,1,0.97986529,0.973883174,0.947533162,0.963398775,0.978286801,0.953936807,0.994547036,0.994170351,0.979874259,0.992161365,0.967983249,0.980591299,0.989799023,0.983168388,1,0.979204324,0.97776366,0.997494497,0.986389749,0.938006693,0.981450328,0.944905775,0.983884246,0.979741217,0.991060723,0.976716717,0.989754591,0.996619456,0.979192681,0.96844827,0.987697111,0.988941048,0.977773093,0.984764137,0.989673136,0.985015981,0.984600241,0.95816466,0.977775307,0.976240226,1,0.96687827,4.902,16.2196,9.4887,9.9793,5.8993,2
60,0.982869854,0.998876563,0.973800537,0.980442895,0.992658334,0.989322622,0.964194077,0.989063606,0.995371327,0.983274791,0.974548817,0.990448355,1,0.992221797,0.984535321,0.969000172,1,0.988225797,0.977737067,0.988357495,0.984331567,0.989842851,0.990347612,0.973585117,0.988755728,0.99190438,0.979168231,0.9912212,0.990653931,0.964152958,0.978487644,0.958728254,0.970246617,0.990652984,1,0.980364136,0.984373888,0.974355918,0.98539023,0.982060038,0.98349107,0.991747115,0.999402763,0.967717765,0.987961561,0.983835313,0.978375006,0.981640582,0.971643694,0.955589264,0.975056052,0.971762988,1,0.98615066,0.987546089,0.976187686,0.960946687,0.988151425,0.982141911,0.994280089,0.984365122,0.980777215,0.985228352,0.973590713,0.958267703,0.989342941,0.99195451,0.973938385,0.994149598,0.990625311,0.974180755,0.989280052,0.961315719,0.997645147,1,0.99237756,0.974797286,0.994372812,0.995615651,0.991344817,8.2317,3.6184,1.3274,0.7919,16.6041,3
61,0.999316517,0.971485073,0.969926731,0.978210549,0.969762695,0.970856268,0.998733277,0.981500383,0.984033828,0.979796231,0.987733751,1,0.978174097,0.986785988,0.961333066,0.965579776,0.991185662,0.997279412,0.973272059,0.977297794,0.9959375,0.988556985,0.973878676,1,0.990477941,0.996185662,0.981893382,0.969356618,0.993033088,0.973446691,0.995477941,0.984742647,0.980675149,0.978360146,0.977202644,0.972192833,0.970447537,0.959514573,0.984699276,0.96833148,0.969208649,0.994257707,0.976958484,0.98389445,1,0.972825841,0.982022553,0.990206451,0.972987599,0.970034121,0.979738406,0.992295274,0.965365424,0.983398151,0.962411946,0.990469988,0.973730555,0.981371074,0.991891694,0.998550778,0.979178896,0.983700837,0.993047402,1,0.973127275,0.986283235,0.990953554,0.993610488,0.993886294,0.986237267,0.981658883,0.988204685,0.977521789,0.950777774,1,0.985713235,0.998161292,0.996791454,0.988802265,0.995495164,3.1563,12.8484,2.2989,7.6923,17.282,0
62,0.980868204,0.974423422,0.984127423,0.983565806,0.970980067,0.998757078,0.981521889,0.986742163,0.983565806,0.994135248,0.993334254,1,0.975334898,0.980757722,0.97521521,0.983888045,0.981245012,0.981208735,0.974180149,0.977934775,0.989380033,0.968022201,0.991266415,0.986169557,0.977299935,0.961936806,0.978379163,0.992155191,1,0.983621127,0.990277879,0.979286077,0.971568888,0.983553385,0.973905315,0.985871487,0.993155643,0.99255092,0.990956652,0.983599197,0.979017968,0.971312339,0.972824145,1,0.990709266,0.99083754,0.981977442,0.987236694,0.988683434,0.986680023,0.990569528,0.956033246,0.980164424,0.986210755,0.983927588,0.976130529,1,0.990786113,0.952973983,0.975038579,0.995939031,0.988150996,0.98723051,0.991183186,0.997122276,0.989698847,0.992732372,1,0.988764045,0.991788405,0.995995014,0.966118005,0.99815789,0.98792089,0.975346885,0.981578899,0.977473102,0.984401635,0.988186667,0.998176219,1.8782,1.2517,1.5991,7.7515,13.8384,0
63,0.981765914,0.99192334,0.980561259,0.973305955,0.985571526,0.975742642,0.968605978,0.976208077,0.995026238,1,0.989322382,0.985799681,0.986438512,0.979913301,0.957006617,0.98911248,0.983140765,0.972979412,0.980309514,0.993787739,0.99787427,0.992001026,0.994740652,0.985953692,0.950402698,0.980199562,1,0.987172322,0.995638589,0.983617222,0.998414865,0.989838646,0.959459101,0.976322418,0.97066596,0.956462946,0.956993239,0.976826197,0.965274648,0.965053692,0.980273101,0.999319457,0.987458571,0.951221883,1,0.994255159,0.941711963,0.966520836,0.976883376,0.986191597,0.99708439,0.969983702,0.978422673,0.977308946,1,0.988998551,0.988582036,0.966316552,0.972618616,0.950226367,0.979219486,0.977245563,0.969893155,0.989623325,0.976883376,0.986191597,0.99708439,0.969983702,0.978422673,0.977308946,1,0.988998551,0.988582036,0.966316552,0.972618616,0.950226367,0.979219486,0.977245563,0.969893155,0.989623325,2.7758,21.1282,8.9806,1.8043,15.0791,0
64,0.993317,0.975067,0.976169,0.980047,0.996503,1,0.979447,0.975104,0.976934,0.988836,0.958119,0.978436,0.980667,0.994135,0.9897,0.971414,0.983719,1,0.978239,0.995176,0.966008,0.975965,0.99331,0.988469,0.982008,0.999126,0.999107,0.967982,0.984638,0.985128,0.978357,0.980824,0.979878,0.991334,0.971445,0.996727,0.99476,0.979064,0.987667,0.983831,1,0.989358,0.933856,0.961956,0.967036,0.993355,0.978984,0.997326,0.990748,0.987529,0.967291,0.968466,0.996591,0.984473,0.995289,0.996483,0.986752,0.994068,0.982428,0.960788,0.987637,0.992142,0.977698,1,1,0.988409,0.974497,0.973881,0.999421,0.999294,0.986895,0.957336,0.991769,0.990098,0.989052,0.989694,0.991236,0.995338,0.998156,0.984591,2.5951,7.7065,21.272,10.3706,19.7734,0
65,0.986984,0.971609,0.977935,0.978678,0.986249,0.990778,0.978815,0.973623,0.994725,0.976156,0.979096,0.977444,1,0.991812,0.984378,0.985096,0.98362,0.977788,0.97069,0.963146,1,0.966213,0.967405,0.966339,0.968833,0.969861,0.979653,0.992356,0.998026,0.977978,0.992557,0.980199,0.954808,0.992969,0.951573,0.992683,0.997916,0.982738,0.98293,1,0.990223,0.996867,0.03953,0.994331,0.986344,0.992391,0.989909,0.980484,0.999252,0.980349,0.982479,1,0.992281,0.9921,0.998573,0.039313,0.976975,0.970942,0.994562,0.97984,0.99034,0.978409,0.985666,0.989036,1,0.973495,0.960458,0.97855,0.965757,0.983124,0.983439,0.987447,0.988703,0.991087,0.985596,0.973606,0.986408,0.966599,0.966872,0.976951,3.084,0.6709,55.8929,52.5579,0.7239,0
66,1,0.9691,0.964592,0.963961,0.963775,0.962875,0.960977,0.964885,0.968014,0.966558,0.957958,0.952913,0.954677,0.94459,0.943079,0.955372,0.916199,0.92198,1,0.989551,0.942643,0.909952,0.95467,0.951557,0.920059,0.909563,0.979431,0.967085,0.940532,0.959412,0.933059,0.956682,0.937214,0.959838,1,0.984336,0.983827,0.939821,0.979174,0.950497,0.975062,0.933597,0.954047,0.990741,0.977707,0.967377,0.945207,0.959987,0.830994,0.938108,1,0.993333,0.882134,0.822773,0.95491,0.971785,0.926626,0.895214,0.980176,0.992846,0.911667,0.962853,0.917854,0.980022,0.988116,0.988795,1,0.986764,0.976758,0.987896,0.989114,0.992702,0.999539,0.987288,0.997768,0.995784,0.990468,0.993081,0.993864,0.992825,0.9226,1.4338,1.333,14.0405,6.6617,0
67,0.931245463,0.956903108,0.93548861,1,0.941987279,0.9301998,0.958009264,0.986371807,0.960057382,0.933189879,0.971939922,0.969114038,0.946878565,0.925040617,0.950300736,0.961491929,0.991770217,0.986000326,0.984616637,0.988812922,0.98931937,0.964232098,0.958941523,0.990395572,0.992113878,0.966881907,1,0.979687811,0.9861812,0.966601552,0.969097618,0.982120571,0.915301383,0.991943878,0.926121603,0.975910359,1,0.95135712,0.998233076,0.973837286,0.992801099,0.962623444,0.97106444,0.952914112,0.972367765,0.957313926,0.960043036,0.962702168,0.975138812,0.937298031,0.944716216,0.958981272,0.995500884,0.95651747,0.950081234,0.937199836,0.976504615,0.965792434,0.956338933,0.964346289,1,0.968256235,0.939342272,0.932040135,0.979172865,0.997582565,0.979191461,0.969317168,0.989781687,0.981199792,1,0.999758256,0.989949048,0.990014133,0.99212474,0.975602499,0.99970247,0.990441833,0.977573639,0.999265472,0.2341,0.9593,11.0224,2.1014,12.2019,1
68,0.996807885,0.9738753,0.977582855,0.989293304,0.974797667,0.989428946,0.970077316,0.997413754,0.980087715,0.967635755,0.98947416,1,0.986860786,0.977799882,0.95433377,0.979518018,0.999807671,1,0.998433894,0.98685753,0.982269114,0.970051654,0.968915998,0.984274829,0.988048137,0.990896436,0.974795765,0.985511228,0.99771953,0.994578159,0.987755065,0.959088911,0.950564104,0.986252698,0.989033741,0.991367361,0.952757356,0.957266682,0.987919569,0.988472269,0.977269138,0.977409506,0.984313863,0.948555086,0.934369133,0.970259506,0.978681592,1,0.994437428,0.991150046,0.991167961,0.990299089,0.999605872,0.945906001,0.973736777,0.910183717,0.987961196,1,0.990003493,0.996399108,0.99758149,0.991839769,0.992341386,0.921514883,0.99622703,0.992472155,0.990771152,0.964776562,0.998452811,0.969807189,0.985948626,0.908290582,0.996597993,1,0.986165775,0.995286049,0.991694037,0.98661817,0.991612606,0.973607303,6.208,15.5617,5.4824,36.9235,37.1651,2
69,0.999523103,1,0.980014484,0.958474636,0.982398968,0.992095874,0.992678748,0.975254345,0.980729829,0.98816589,0.969513918,0.971730606,0.980014484,0.99262576,0.994330225,0.979078352,0.999480571,0.958382963,0.993838493,0.961445805,0.988787491,0.979876591,0.983109591,0.995172889,0.985814205,0.958526254,1,0.996131147,0.994393745,0.987068,0.986154521,0.996749089,0.965125194,0.980580579,0.979770347,0.932079943,0.960167971,0.986130229,0.955707341,1,0.957693715,0.973288495,0.9662752,0.970770678,0.968714607,0.975971842,0.954879685,0.991409803,0.979750442,0.991858704,0.960952432,0.9922554,0.997439504,0.982310938,0.983600202,1,0.98937935,0.985727938,0.976288362,0.959221393,0.984474738,0.995338815,0.974746655,0.996177287,0.98290451,0.990187098,0.980619065,0.996698802,0.995683049,0.955896357,0.990776598,0.996354171,0.996871117,0.98898996,0.999709785,0.985298786,0.995138895,0.996653456,0.989379937,1,8.0515,15.278,8.9806,1.8043,35.2057,3
70,0.983421,0.965538,0.987046,1,0.965775,0.945798,0.964697,0.967879,0.986044,0.952342,0.974805,0.995682,0.935483,0.940684,0.976488,0.982793,0.988903,0.997883,0.992394,0.989289,0.999429,0.98115,0.971893,0.98338,1,0.976111,0.987979,0.988804,0.974746,0.98642,0.985642,0.996698,0.966898,0.983472,0.979038,0.988355,0.965199,0.934479,0.95424,1,0.958825,0.962614,0.978222,0.992942,0.953889,0.964449,0.927707,0.99165,0.989244,0.994532,0.987304,0.990845,0.959173,0.985897,0.976053,0.952844,0.977905,1,0.990038,0.996041,0.975983,0.962704,0.976045,0.97677,0.990822,0.990877,0.998598,0.982637,0.988706,0.973494,0.994292,0.982986,0.985584,0.98431,0.969691,0.99019,0.991904,1,0.981772,0.998529,3.4924,4.45,7.3935,2.9843,4.4981,1
71,0.984973,0.992781,0.991488,0.98401,0.973622,0.980828,0.980499,0.970921,0.994212,0.979211,0.98176,0.976311,0.984972,0.985951,1,0.969855,0.996295,0.968717,0.993898,0.987864,0.999759,0.982297,0.983809,0.971534,1,0.960043,0.989056,0.977259,0.996143,0.994487,0.982319,0.976794,0.980537,1,0.990891,0.986813,0.972145,0.978494,0.966771,0.977189,0.982013,0.967664,0.969392,0.980713,0.975488,0.979564,0.992966,0.97348,0.947938,0.988286,0.938094,0.959625,0.992236,0.979868,0.975594,0.967388,0.984132,0.927193,0.985878,0.950985,0.986881,0.986175,1,0.942858,0.973272,0.978795,0.972163,0.971139,0.992633,0.99119,0.970301,0.977083,0.972928,0.965741,0.993535,0.983833,0.991062,0.996968,1,0.972931,3.5942,10.9574,2.6473,6.255,1.1825,2
72,0.949342,0.941573,0.961897,0.94835,0.975833,0.957784,0.940625,0.967572,0.960908,0.952419,0.940047,0.945787,1,0.968273,0.961347,0.984205,0.980386,0.968296,0.979298,0.975242,1,0.972177,0.965304,0.98771,0.988224,0.973301,0.977753,0.977413,0.993132,0.981889,0.977832,0.986909,0.955567,0.962862,0.960066,0.972389,0.993343,0.964454,0.976355,0.996939,0.95613,0.949123,0.96111,0.98806,1,0.961323,0.975669,0.994246,0.950733,0.954108,0.98218,0.962573,1,0.972235,0.946599,0.9944,0.981369,0.990916,0.977318,0.98043,0.98594,0.974744,0.988387,0.994101,0.971952,0.975534,0.990593,0.982314,1,0.991314,0.985754,0.983813,0.995685,0.993005,0.977848,0.983393,0.978802,0.97224,0.994135,0.980072,0.7369,0.3909,4.5192,3.8955,1.3979,3
73,1,0.760188292,0.760727308,1,1,0.619947508,0.760189985,0.619946439,0.760203589,0.620021066,0.760234814,0.619985564,0.760227874,0.760197438,1,1,1,0.760261395,0.760297772,1,1,0.620014974,0.760277506,0.620069705,0.760240178,0.620108045,0.760204269,0.619993189,0.760196386,0.760209631,1,1,1,0.76060776,0.761197239,1,1,0.620647269,0.760342219,0.62042645,0.760374075,0.620737238,0.760360106,0.62072962,0.760200951,0.760300271,1,1,1,0.760261395,0.760297772,1,0.760256525,1,0.760277506,1,0.760240178,1,1,1,0.760196386,0.760209631,1,0.620044183,1,0.76060776,0.761197239,1,0.760229794,1,0.760342219,1,0.760374075,1,1,1,0.760200951,0.760300271,1,0.620374707,5.7974,5.7923,5.7573,11.9891,11.9565,0
74,0.760192952,0.760200415,1,0.760203178,0.760205519,0.760193762,0.760197874,1,0.760196791,1,0.760199543,1,0.760194429,0.760205072,0.76019745,0.760197971,0.760201347,0.760218538,1,0.76020124,0.760199655,0.760200251,0.760202662,1,0.76020719,1,0.760211817,1,0.760197487,0.760206187,0.760210703,0.760214383,0.760288378,0.760265539,1,0.760232034,0.760315688,0.760275626,0.760270316,1,0.760261127,1,0.760408425,1,0.760219164,0.760309573,0.760312167,0.760298195,0.760201347,0.760218538,1,0.76020124,0.760199655,0.760200251,0.760202662,0.760214855,0.76020719,1,0.760211817,0.760191202,0.760197487,0.760206187,0.760210703,0.760214383,0.760288378,0.760265539,1,0.760232034,0.760315688,0.760275626,0.760270316,0.760305365,0.760261127,1,0.760408425,0.760188903,0.760219164,0.760309573,0.760312167,0.760298195,0.3977,0.3955,0.355,0.124,0.116,0
